State,Year,Month,tavg,pcp
South Dakota,2016,October,51.6,1.23
South Dakota,2016,September,62.4,1.97
South Dakota,2016,August,71.0,2.61
South Dakota,2016,July,73.0,2.74
South Dakota,2016,June,70.7,1.78
South Dakota,2016,May,56.7,2.54
South Dakota,2016,April,46.3,3.76
South Dakota,2016,March,40.1,1.04
South Dakota,2016,February,31.2,0.58
South Dakota,2016,January,19.8,0.27
South Dakota,2015,December,24.3,1.12
South Dakota,2015,November,36.4,1.02
South Dakota,2015,October,51.6,1.44
South Dakota,2015,September,65.9,1.33
South Dakota,2015,August,69.8,3.36
South Dakota,2015,July,72.1,3.02
South Dakota,2015,June,67.6,4.05
South Dakota,2015,May,53.8,5.72
South Dakota,2015,April,47.7,0.87
South Dakota,2015,March,39.0,0.24
South Dakota,2015,February,19.5,0.34
South Dakota,2015,January,22.7,0.27
South Dakota,2014,December,24.2,0.67
South Dakota,2014,November,25.6,0.62
South Dakota,2014,October,50.3,0.57
South Dakota,2014,September,60.5,1.61
South Dakota,2014,August,69.3,4.04
South Dakota,2014,July,69.5,1.04
South Dakota,2014,June,64.2,5.89
South Dakota,2014,May,55.6,2.42
South Dakota,2014,April,43.4,1.97
South Dakota,2014,March,29.4,0.76
South Dakota,2014,February,13.9,0.36
South Dakota,2014,January,18.3,0.24
South Dakota,2013,December,13.5,0.75
South Dakota,2013,November,32.1,0.3
South Dakota,2013,October,44.3,5.01
South Dakota,2013,September,65.8,1.91
South Dakota,2013,August,71.6,2.41
South Dakota,2013,July,71.8,2.47
South Dakota,2013,June,65.3,3.12
South Dakota,2013,May,55.9,4.82
South Dakota,2013,April,36.9,2.33
South Dakota,2013,March,28.1,0.67
South Dakota,2013,February,23.8,0.7
South Dakota,2013,January,19.4,0.45
South Dakota,2012,December,21.4,0.63
South Dakota,2012,November,34.9,0.32
South Dakota,2012,October,45.6,0.83
South Dakota,2012,September,62.6,0.2
South Dakota,2012,August,71.0,1.12
South Dakota,2012,July,78.7,1.54
South Dakota,2012,June,70.4,2.18
South Dakota,2012,May,58.3,2.79
South Dakota,2012,April,50.2,3.06
South Dakota,2012,March,47.0,0.37
South Dakota,2012,February,25.7,1.13
South Dakota,2012,January,25.4,0.41
South Dakota,2011,December,26.8,0.26
South Dakota,2011,November,34.4,0.24
South Dakota,2011,October,51.3,1.11
South Dakota,2011,September,59.9,0.63
South Dakota,2011,August,71.6,2.32
South Dakota,2011,July,75.9,3.15
South Dakota,2011,June,64.7,4.52
South Dakota,2011,May,53.0,4.5
South Dakota,2011,April,43.1,2.29
South Dakota,2011,March,27.3,1.05
South Dakota,2011,February,16.3,1.13
South Dakota,2011,January,13.0,0.93
South Dakota,2010,December,17.7,0.95
South Dakota,2010,November,32.1,0.33
South Dakota,2010,October,51.6,1.0
South Dakota,2010,September,59.1,3.26
South Dakota,2010,August,73.6,2.02
South Dakota,2010,July,72.4,3.73
South Dakota,2010,June,65.9,4.92
South Dakota,2010,May,54.2,3.69
South Dakota,2010,April,49.3,2.38
South Dakota,2010,March,36.3,1.19
South Dakota,2010,February,14.6,0.6
South Dakota,2010,January,14.8,0.61
South Dakota,2009,December,13.5,1.15
South Dakota,2009,November,40.0,0.11
South Dakota,2009,October,39.5,3.94
South Dakota,2009,September,63.0,1.3
South Dakota,2009,August,67.4,2.87
South Dakota,2009,July,67.9,3.45
South Dakota,2009,June,63.2,3.49
South Dakota,2009,May,55.8,1.27
South Dakota,2009,April,42.3,1.86
South Dakota,2009,March,30.0,1.75
South Dakota,2009,February,23.4,1.0
South Dakota,2009,January,16.7,0.4
South Dakota,2018,December,25.3,0.97
South Dakota,2018,November,29.3,0.73
South Dakota,2018,October,43.2,1.7
South Dakota,2018,September,61.5,2.55
South Dakota,2018,August,69.9,1.94
South Dakota,2018,July,72.2,3.4
South Dakota,2018,June,69.3,4.78
South Dakota,2018,May,62.1,2.71
South Dakota,2018,April,36.7,1.7
South Dakota,2018,March,30.4,1.53
South Dakota,2018,February,11.6,0.94
South Dakota,2018,January,18.1,0.3
South Dakota,2017,December,21.7,0.42
South Dakota,2017,November,34.7,0.23
South Dakota,2017,October,48.0,1.24
South Dakota,2017,September,61.8,2.49
South Dakota,2017,August,67.4,3.17
South Dakota,2017,July,76.0,2.12
South Dakota,2017,June,68.1,2.19
South Dakota,2017,May,56.0,2.12
South Dakota,2017,April,46.1,1.94
South Dakota,2017,March,35.5,0.66
South Dakota,2017,February,29.4,0.37
South Dakota,2017,January,16.5,0.68
South Dakota,2016,December,15.4,1.25
South Dakota,2016,November,42.0,0.91
South Dakota,2016,October,51.6,1.23
South Dakota,2016,September,62.4,1.97
South Dakota,2016,August,71.0,2.61
South Dakota,2016,July,73.0,2.74
South Dakota,2016,June,70.7,1.78
South Dakota,2016,May,56.7,2.54
South Dakota,2016,April,46.3,3.76
South Dakota,2016,March,40.1,1.04
South Dakota,2016,February,31.2,0.58
South Dakota,2016,January,19.8,0.27
South Dakota,2015,December,24.3,1.12
South Dakota,2015,November,36.4,1.02
South Dakota,2015,October,51.6,1.44
South Dakota,2015,September,65.9,1.33
South Dakota,2015,August,69.8,3.36
South Dakota,2015,July,72.1,3.02
South Dakota,2015,June,67.6,4.05
South Dakota,2015,May,53.8,5.72
South Dakota,2015,April,47.7,0.87
South Dakota,2015,March,39.0,0.24
South Dakota,2015,February,19.5,0.34
South Dakota,2015,January,22.7,0.27
South Dakota,2014,December,24.2,0.67
South Dakota,2014,November,25.6,0.62
South Dakota,2014,October,50.3,0.57
South Dakota,2014,September,60.5,1.61
South Dakota,2014,August,69.3,4.04
South Dakota,2014,July,69.5,1.04
South Dakota,2014,June,64.2,5.89
South Dakota,2014,May,55.6,2.42
South Dakota,2014,April,43.4,1.97
South Dakota,2014,March,29.4,0.76
South Dakota,2014,February,13.9,0.36
South Dakota,2014,January,18.3,0.24
South Dakota,2013,December,13.5,0.75
South Dakota,2013,November,32.1,0.3
South Dakota,2013,October,44.3,5.01
South Dakota,2013,September,65.8,1.91
South Dakota,2013,August,71.6,2.41
South Dakota,2013,July,71.8,2.47
South Dakota,2013,June,65.3,3.12
South Dakota,2013,May,55.9,4.82
South Dakota,2013,April,36.9,2.33
South Dakota,2013,March,28.1,0.67
South Dakota,2013,February,23.8,0.7
South Dakota,2013,January,19.4,0.45
South Dakota,2012,December,21.4,0.63
South Dakota,2012,November,34.9,0.32
South Dakota,2012,October,45.6,0.83
South Dakota,2012,September,62.6,0.2
South Dakota,2012,August,71.0,1.12
South Dakota,2012,July,78.7,1.54
South Dakota,2012,June,70.4,2.18
South Dakota,2012,May,58.3,2.79
South Dakota,2012,April,50.2,3.06
South Dakota,2012,March,47.0,0.37
South Dakota,2012,February,25.7,1.13
South Dakota,2012,January,25.4,0.41
South Dakota,2011,December,26.8,0.26
South Dakota,2011,November,34.4,0.24
South Dakota,2011,October,51.3,1.11
South Dakota,2011,September,59.9,0.63
South Dakota,2011,August,71.6,2.32
South Dakota,2011,July,75.9,3.15
South Dakota,2011,June,64.7,4.52
South Dakota,2011,May,53.0,4.5
South Dakota,2011,April,43.1,2.29
South Dakota,2011,March,27.3,1.05
South Dakota,2011,February,16.3,1.13
South Dakota,2011,January,13.0,0.93
South Dakota,2010,December,17.7,0.95
South Dakota,2010,November,32.1,0.33
South Dakota,2010,October,51.6,1.0
South Dakota,2010,September,59.1,3.26
South Dakota,2010,August,73.6,2.02
South Dakota,2010,July,72.4,3.73
South Dakota,2010,June,65.9,4.92
South Dakota,2010,May,54.2,3.69
South Dakota,2010,April,49.3,2.38
South Dakota,2010,March,36.3,1.19
South Dakota,2010,February,14.6,0.6
South Dakota,2010,January,14.8,0.61
South Dakota,2009,December,13.5,1.15
South Dakota,2009,November,40.0,0.11
South Dakota,2009,October,39.5,3.94
South Dakota,2009,September,63.0,1.3
South Dakota,2009,August,67.4,2.87
South Dakota,2009,July,67.9,3.45
South Dakota,2009,June,63.2,3.49
South Dakota,2009,May,55.8,1.27
South Dakota,2009,April,42.3,1.86
South Dakota,2009,March,30.0,1.75
South Dakota,2009,February,23.4,1.0
South Dakota,2009,January,16.7,0.4
Tennessee,2018,December,42.7,7.34
Tennessee,2018,November,44.4,5.51
Tennessee,2018,October,61.0,3.57
Tennessee,2018,September,74.9,7.29
Tennessee,2018,August,76.5,4.26
Tennessee,2018,July,78.1,3.52
Tennessee,2018,June,76.5,5.74
Tennessee,2018,May,72.3,4.99
Tennessee,2018,April,52.9,5.97
Tennessee,2018,March,48.2,5.67
Tennessee,2018,February,48.5,10.73
Tennessee,2018,January,32.9,2.55
Tennessee,2017,December,39.5,4.63
Tennessee,2017,November,49.9,2.78
Tennessee,2017,October,60.8,4.92
Tennessee,2017,September,69.1,4.31
Tennessee,2017,August,74.6,4.9
Tennessee,2017,July,78.1,5.36
Tennessee,2017,June,73.0,4.37
Tennessee,2017,May,66.6,5.95
Tennessee,2017,April,63.1,6.61
Tennessee,2017,March,51.1,5.77
Tennessee,2017,February,48.9,2.38
Tennessee,2017,January,44.9,4.24
Tennessee,2016,December,40.9,6.87
Tennessee,2016,November,52.7,3.05
Tennessee,2016,October,64.6,0.73
Tennessee,2016,September,74.1,1.8
Tennessee,2016,August,79.0,5.03
Tennessee,2016,July,79.8,4.86
Tennessee,2016,June,76.5,3.99
Tennessee,2016,May,65.3,3.8
Tennessee,2016,April,59.5,3.2
Tennessee,2016,March,53.9,5.16
Tennessee,2016,February,42.5,5.79
Tennessee,2016,January,34.8,2.76
Tennessee,2015,December,51.3,7.9
Tennessee,2015,November,53.5,6.38
Tennessee,2015,October,59.7,3.96
Tennessee,2015,September,70.9,2.73
Tennessee,2015,August,74.2,4.53
Tennessee,2015,July,78.3,6.48
Tennessee,2015,June,75.9,4.76
Tennessee,2015,May,68.0,3.68
Tennessee,2015,April,60.1,5.96
Tennessee,2015,March,49.0,5.41
Tennessee,2015,February,31.4,4.56
Tennessee,2015,January,36.1,2.81
Tennessee,2014,December,42.8,4.59
Tennessee,2014,November,42.4,3.22
Tennessee,2014,October,60.2,7.01
Tennessee,2014,September,70.7,2.22
Tennessee,2014,August,75.9,5.0
Tennessee,2014,July,73.4,4.13
Tennessee,2014,June,74.8,6.82
Tennessee,2014,May,67.3,2.91
Tennessee,2014,April,58.6,5.81
Tennessee,2014,March,45.0,3.93
Tennessee,2014,February,38.3,5.18
Tennessee,2014,January,30.0,2.7
Tennessee,2013,December,40.4,6.79
Tennessee,2013,November,44.8,3.71
Tennessee,2013,October,59.5,1.85
Tennessee,2013,September,70.7,3.72
Tennessee,2013,August,74.7,4.25
Tennessee,2013,July,74.8,6.96
Tennessee,2013,June,74.2,5.83
Tennessee,2013,May,65.0,5.66
Tennessee,2013,April,56.8,7.88
Tennessee,2013,March,42.7,4.97
Tennessee,2013,February,40.8,3.01
Tennessee,2013,January,41.0,8.64
Tennessee,2012,December,45.6,5.91
Tennessee,2012,November,45.8,1.7
Tennessee,2012,October,56.7,4.09
Tennessee,2012,September,69.1,5.81
Tennessee,2012,August,75.6,3.58
Tennessee,2012,July,80.5,5.75
Tennessee,2012,June,73.6,2.15
Tennessee,2012,May,70.4,3.25
Tennessee,2012,April,60.0,2.01
Tennessee,2012,March,59.8,4.86
Tennessee,2012,February,44.5,2.9
Tennessee,2012,January,42.4,4.88
Tennessee,2011,December,42.8,6.29
Tennessee,2011,November,51.0,7.56
Tennessee,2011,October,56.8,2.55
Tennessee,2011,September,68.1,6.56
Tennessee,2011,August,77.8,1.58
Tennessee,2011,July,80.0,3.17
Tennessee,2011,June,76.5,5.68
Tennessee,2011,May,65.7,5.02
Tennessee,2011,April,61.0,9.83
Tennessee,2011,March,50.6,6.96
Tennessee,2011,February,43.1,4.21
Tennessee,2011,January,33.9,3.18
Tennessee,2010,December,32.7,2.8
Tennessee,2010,November,49.8,5.64
Tennessee,2010,October,59.2,2.75
Tennessee,2010,September,71.6,2.02
Tennessee,2010,August,79.8,4.37
Tennessee,2010,July,79.8,4.34
Tennessee,2010,June,78.4,3.33
Tennessee,2010,May,69.1,9.01
Tennessee,2010,April,60.9,3.09
Tennessee,2010,March,47.2,3.88
Tennessee,2010,February,33.7,3.12
Tennessee,2010,January,32.8,5.3
Tennessee,2009,December,37.9,5.88
Tennessee,2009,November,50.5,2.02
Tennessee,2009,October,56.2,6.81
Tennessee,2009,September,70.6,7.13
Tennessee,2009,August,74.9,3.34
Tennessee,2009,July,73.7,6.96
Tennessee,2009,June,75.6,3.66
Tennessee,2009,May,66.4,8.36
Tennessee,2009,April,57.2,4.33
Tennessee,2009,March,50.3,4.52
Tennessee,2009,February,42.3,2.66
Tennessee,2009,January,35.3,4.61
Tennessee,2018,December,42.7,7.34
Tennessee,2018,November,44.4,5.51
Tennessee,2018,October,61.0,3.57
Tennessee,2018,September,74.9,7.29
Tennessee,2018,August,76.5,4.26
Tennessee,2018,July,78.1,3.52
Tennessee,2018,June,76.5,5.74
Tennessee,2018,May,72.3,4.99
Tennessee,2018,April,52.9,5.97
Tennessee,2018,March,48.2,5.67
Tennessee,2018,February,48.5,10.73
Tennessee,2018,January,32.9,2.55
Tennessee,2017,December,39.5,4.63
Tennessee,2017,November,49.9,2.78
Tennessee,2017,October,60.8,4.92
Tennessee,2017,September,69.1,4.31
Tennessee,2017,August,74.6,4.9
Tennessee,2017,July,78.1,5.36
Tennessee,2017,June,73.0,4.37
Tennessee,2017,May,66.6,5.95
Tennessee,2017,April,63.1,6.61
Tennessee,2017,March,51.1,5.77
Tennessee,2017,February,48.9,2.38
Tennessee,2017,January,44.9,4.24
Tennessee,2016,December,40.9,6.87
Tennessee,2016,November,52.7,3.05
Tennessee,2016,October,64.6,0.73
Tennessee,2016,September,74.1,1.8
Tennessee,2016,August,79.0,5.03
Tennessee,2016,July,79.8,4.86
Tennessee,2016,June,76.5,3.99
Tennessee,2016,May,65.3,3.8
Tennessee,2016,April,59.5,3.2
Tennessee,2016,March,53.9,5.16
Tennessee,2016,February,42.5,5.79
Tennessee,2016,January,34.8,2.76
Tennessee,2015,December,51.3,7.9
Tennessee,2015,November,53.5,6.38
Tennessee,2015,October,59.7,3.96
Tennessee,2015,September,70.9,2.73
Tennessee,2015,August,74.2,4.53
Tennessee,2015,July,78.3,6.48
Tennessee,2015,June,75.9,4.76
Tennessee,2015,May,68.0,3.68
Tennessee,2015,April,60.1,5.96
Tennessee,2015,March,49.0,5.41
Tennessee,2015,February,31.4,4.56
Tennessee,2015,January,36.1,2.81
Tennessee,2014,December,42.8,4.59
Tennessee,2014,November,42.4,3.22
Tennessee,2014,October,60.2,7.01
Tennessee,2014,September,70.7,2.22
Tennessee,2014,August,75.9,5.0
Tennessee,2014,July,73.4,4.13
Tennessee,2014,June,74.8,6.82
Tennessee,2014,May,67.3,2.91
Tennessee,2014,April,58.6,5.81
Tennessee,2014,March,45.0,3.93
Tennessee,2014,February,38.3,5.18
Tennessee,2014,January,30.0,2.7
Tennessee,2013,December,40.4,6.79
Tennessee,2013,November,44.8,3.71
Tennessee,2013,October,59.5,1.85
Tennessee,2013,September,70.7,3.72
Tennessee,2013,August,74.7,4.25
Tennessee,2013,July,74.8,6.96
Tennessee,2013,June,74.2,5.83
Tennessee,2013,May,65.0,5.66
Tennessee,2013,April,56.8,7.88
Tennessee,2013,March,42.7,4.97
Tennessee,2013,February,40.8,3.01
Tennessee,2013,January,41.0,8.64
Tennessee,2012,December,45.6,5.91
Tennessee,2012,November,45.8,1.7
Tennessee,2012,October,56.7,4.09
Tennessee,2012,September,69.1,5.81
Tennessee,2012,August,75.6,3.58
Tennessee,2012,July,80.5,5.75
Tennessee,2012,June,73.6,2.15
Tennessee,2012,May,70.4,3.25
Tennessee,2012,April,60.0,2.01
Tennessee,2012,March,59.8,4.86
Tennessee,2012,February,44.5,2.9
Tennessee,2012,January,42.4,4.88
Tennessee,2011,December,42.8,6.29
Tennessee,2011,November,51.0,7.56
Tennessee,2011,October,56.8,2.55
Tennessee,2011,September,68.1,6.56
Tennessee,2011,August,77.8,1.58
Tennessee,2011,July,80.0,3.17
Tennessee,2011,June,76.5,5.68
Tennessee,2011,May,65.7,5.02
Tennessee,2011,April,61.0,9.83
Tennessee,2011,March,50.6,6.96
Tennessee,2011,February,43.1,4.21
Tennessee,2011,January,33.9,3.18
Tennessee,2010,December,32.7,2.8
Tennessee,2010,November,49.8,5.64
Tennessee,2010,October,59.2,2.75
Tennessee,2010,September,71.6,2.02
Tennessee,2010,August,79.8,4.37
Tennessee,2010,July,79.8,4.34
Tennessee,2010,June,78.4,3.33
Tennessee,2010,May,69.1,9.01
Tennessee,2010,April,60.9,3.09
Tennessee,2010,March,47.2,3.88
Tennessee,2010,February,33.7,3.12
Tennessee,2010,January,32.8,5.3
Tennessee,2009,December,37.9,5.88
Tennessee,2009,November,50.5,2.02
Tennessee,2009,October,56.2,6.81
Tennessee,2009,September,70.6,7.13
Tennessee,2009,August,74.9,3.34
Tennessee,2009,July,73.7,6.96
Tennessee,2009,June,75.6,3.66
Tennessee,2009,May,66.4,8.36
Tennessee,2009,April,57.2,4.33
Tennessee,2009,March,50.3,4.52
Tennessee,2009,February,42.3,2.66
Tennessee,2009,January,35.3,4.61
Texas,2018,December,48.3,3.34
Texas,2018,November,51.9,1.78
Texas,2018,October,65.4,6.92
Texas,2018,September,76.2,6.71
Texas,2018,August,83.0,2.17
Texas,2018,July,84.5,2.15
Texas,2018,June,83.9,2.49
Texas,2018,May,78.0,2.08
Texas,2018,April,63.0,1.05
Texas,2018,March,61.7,1.96
Texas,2018,February,52.3,2.43
Texas,2018,January,43.8,0.64
Texas,2017,December,47.8,1.96
Texas,2017,November,60.3,0.73
Texas,2017,October,66.5,1.25
Texas,2017,September,76.5,2.61
Texas,2017,August,80.6,7.0
Texas,2017,July,83.6,2.46
Texas,2017,June,80.6,3.11
Texas,2017,May,72.0,2.54
Texas,2017,April,67.1,2.75
Texas,2017,March,63.6,1.88
Texas,2017,February,58.4,1.71
Texas,2017,January,50.8,2.28
Texas,2016,December,49.6,2.1
Texas,2016,November,61.0,2.34
Texas,2016,October,70.9,0.67
Texas,2016,September,77.6,2.96
Texas,2016,August,81.5,5.33
Texas,2016,July,85.4,1.31
Texas,2016,June,80.1,3.37
Texas,2016,May,71.6,4.86
Texas,2016,April,66.1,4.3
Texas,2016,March,61.2,2.85
Texas,2016,February,54.4,1.06
Texas,2016,January,46.4,0.95
Texas,2015,December,51.5,2.52
Texas,2015,November,57.3,3.87
Texas,2015,October,69.2,6.17
Texas,2015,September,79.2,1.43
Texas,2015,August,83.3,1.43
Texas,2015,July,83.2,1.85
Texas,2015,June,79.3,3.72
Texas,2015,May,71.6,9.05
Texas,2015,April,66.6,3.96
Texas,2015,March,56.2,3.47
Texas,2015,February,48.2,1.09
Texas,2015,January,44.0,2.67
Texas,2014,December,50.7,1.22
Texas,2014,November,51.5,2.83
Texas,2014,October,69.6,1.76
Texas,2014,September,76.4,3.59
Texas,2014,August,82.6,1.73
Texas,2014,July,81.7,2.58
Texas,2014,June,80.6,3.01
Texas,2014,May,72.0,4.1
Texas,2014,April,65.4,0.98
Texas,2014,March,54.8,1.11
Texas,2014,February,48.4,0.73
Texas,2014,January,44.5,0.37
Texas,2013,December,44.8,1.36
Texas,2013,November,52.9,1.94
Texas,2013,October,66.7,3.31
Texas,2013,September,78.2,4.05
Texas,2013,August,83.3,1.41
Texas,2013,July,81.3,3.1
Texas,2013,June,81.8,2.33
Texas,2013,May,72.5,2.42
Texas,2013,April,63.0,1.77
Texas,2013,March,57.2,0.66
Texas,2013,February,51.7,1.21
Texas,2013,January,47.9,2.46
Texas,2012,December,51.1,0.97
Texas,2012,November,59.0,0.31
Texas,2012,October,65.9,0.69
Texas,2012,September,76.6,3.95
Texas,2012,August,83.7,1.84
Texas,2012,July,83.4,2.7
Texas,2012,June,82.4,1.86
Texas,2012,May,75.5,2.88
Texas,2012,April,70.2,1.27
Texas,2012,March,63.2,3.07
Texas,2012,February,51.8,2.29
Texas,2012,January,50.4,2.27
Texas,2011,December,46.1,2.86
Texas,2011,November,56.9,1.28
Texas,2011,October,66.9,2.23
Texas,2011,September,77.9,1.14
Texas,2011,August,88.2,0.74
Texas,2011,July,87.0,0.74
Texas,2011,June,85.2,0.98
Texas,2011,May,74.1,1.56
Texas,2011,April,70.3,0.7
Texas,2011,March,61.8,0.27
Texas,2011,February,48.7,0.65
Texas,2011,January,45.0,1.55
Texas,2010,December,49.2,0.73
Texas,2010,November,56.6,1.04
Texas,2010,October,67.2,0.76
Texas,2010,September,77.7,4.31
Texas,2010,August,84.4,1.28
Texas,2010,July,81.4,5.12
Texas,2010,June,82.7,2.78
Texas,2010,May,73.8,2.27
Texas,2010,April,65.0,2.69
Texas,2010,March,54.8,1.87
Texas,2010,February,44.0,2.59
Texas,2010,January,44.4,2.37
Texas,2009,December,43.1,2.22
Texas,2009,November,57.3,1.26
Texas,2009,October,64.2,5.55
Texas,2009,September,74.1,4.2
Texas,2009,August,83.3,1.62
Texas,2009,July,84.1,3.09
Texas,2009,June,81.7,1.87
Texas,2009,May,73.6,2.3
Texas,2009,April,64.8,3.2
Texas,2009,March,59.5,2.21
Texas,2009,February,55.5,0.62
Texas,2009,January,47.9,0.4
Texas,2018,December,48.3,3.34
Texas,2018,November,51.9,1.78
Texas,2018,October,65.4,6.92
Texas,2018,September,76.2,6.71
Texas,2018,August,83.0,2.17
Texas,2018,July,84.5,2.15
Texas,2018,June,83.9,2.49
Texas,2018,May,78.0,2.08
Texas,2018,April,63.0,1.05
Texas,2018,March,61.7,1.96
Texas,2018,February,52.3,2.43
Texas,2018,January,43.8,0.64
Texas,2017,December,47.8,1.96
Texas,2017,November,60.3,0.73
Texas,2017,October,66.5,1.25
Texas,2017,September,76.5,2.61
Texas,2017,August,80.6,7.0
Texas,2017,July,83.6,2.46
Texas,2017,June,80.6,3.11
Texas,2017,May,72.0,2.54
Texas,2017,April,67.1,2.75
Texas,2017,March,63.6,1.88
Texas,2017,February,58.4,1.71
Texas,2017,January,50.8,2.28
Texas,2016,December,49.6,2.1
Texas,2016,November,61.0,2.34
Texas,2016,October,70.9,0.67
Texas,2016,September,77.6,2.96
Texas,2016,August,81.5,5.33
Texas,2016,July,85.4,1.31
Texas,2016,June,80.1,3.37
Texas,2016,May,71.6,4.86
Texas,2016,April,66.1,4.3
Texas,2016,March,61.2,2.85
Texas,2016,February,54.4,1.06
Texas,2016,January,46.4,0.95
Texas,2015,December,51.5,2.52
Texas,2015,November,57.3,3.87
Texas,2015,October,69.2,6.17
Texas,2015,September,79.2,1.43
Texas,2015,August,83.3,1.43
Texas,2015,July,83.2,1.85
Texas,2015,June,79.3,3.72
Texas,2015,May,71.6,9.05
Texas,2015,April,66.6,3.96
Texas,2015,March,56.2,3.47
Texas,2015,February,48.2,1.09
Texas,2015,January,44.0,2.67
